problem_name,best_HV,error,current_instance,confidence_interval_90,confidence_interval_95,confidence_interval_98,confidence_interval_99
,,,,,,,
four_bar_plane_truss,29.289041183720638,0.1,9,"[20,5,3,2,1,1,1,1,1,1]","[28,7,4,2,2,1,1,1,1,1]","[40,10,5,3,2,2,1,1,1,1]","[48,12,6,3,2,2,1,1,1,1]"
"[29.289041183720638,27.480373742088105,27.332889092120748,27.394199002624852,24.6740324393432,24.70896947246594,24.903049529351613,25.101132175057625,24.74629177229291,24.756510127528173,24.758989789440438,24.683409647520058,24.682932485866594,24.687722355744327,24.67190317667871,24.61068928056977,24.607838953267738,24.607611762617175,24.60738457076447,24.60715737769398,24.60693018340576,24.60670298789982,24.606475791176194,24.60624859323496,24.606021394076134,24.605794193699758,24.605566992105885,24.605339789294522,24.605112585265708,24.604885380019518,24.604658173555965,24.604430965875114,24.604203756976947,24.603976546861556,24.603749335528963,24.60352212297919,24.603294909212327,24.603067694228372,24.602840478027357,24.602613260609314,24.602386041974317,24.602158822122405,24.601931601053582,24.60170437876789,24.6014771552654,24.60124993054613,24.601022704610124,24.600795477457414,24.600568249088063,24.600341019502068,24.600113788699478,24.599886556680353,24.599659323444726,24.599432088992632,24.599204853324107,24.598977616439193,24.598750378337908,24.598523139020326,24.59829589848649,24.598068656736416,24.59784141377011,24.59761416958766,24.59738692418909,24.597159677574442,24.59693242974373,24.59670518069707,24.596477930434407,24.5962506789558,24.596023426261308,24.595796172350997,24.595568917224874,24.595341660882944,24.5951144033253,24.59488714455196,24.59465988456298,24.594432623358347,24.594205360938155,24.593978097302433,24.59375083245118,24.59352356638448,24.593296299102356,24.59306903060484,24.592841760891982,24.59261448996381,24.592387217820374,24.592159944461685,24.591932669887818,24.591705394098813,24.591478117094677,24.591250838875464,24.59102355944121,24.590796278791956,24.590568996927743,24.590341713848588,24.590114429554582,24.589887144045694,24.589659857322033,24.58943256938359,24.58920528023043,24.588977989862546]"
,,,,,,,
two_bar_plane_truss,0.0042463448510326966,0.1,10,"[1540,385,172,97,62,43,32,25,20,16]","[2186,547,243,137,88,61,45,35,27,22]","[3090,773,344,194,124,86,64,49,39,31]","[3773,944,420,236,151,105,77,59,47,38]"
"[0.0042463448510326966,0.004243160257676663,0.004208931172089693,0.00419672122033972,0.004190940672756719,0.004190938742577091,0.004190997155717693,0.004190796098120044,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673,0.004190818996152673]"
,,,,,,,
water_tesource_management,6.058747033514022e24,0.1,11,"[246003,61501,27334,15376,9841,6834,5021,3844,3038,2461]","[349237,87310,38805,21828,13970,9702,7128,5457,4312,3493]","[493537,123385,54838,30847,19742,13710,10073,7712,6094,4936]","[602785,150697,66977,37675,24112,16745,12302,9419,7442,6028]"
"[0.0,0.0,0.0,0.0,0.0,6.058747033514022e24,6.058747033514022e24,6.058747033514022e24,6.058747033514022e24,6.058747033514022e24,6.058747033514022e24,6.058747033514022e24,6.058747033514022e24,6.058747033514022e24,6.058747033514022e24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
,,,,,,,
simply_supported_I_beam_design,82.52471752504164,0.1,12,"[104,26,12,7,5,3,3,2,2,2]","[147,37,17,10,6,5,3,3,2,2]","[208,52,24,13,9,6,5,4,3,3]","[254,64,29,16,11,8,6,4,4,3]"
"[82.52471752504164,81.53916354783809,76.64246520237148,74.2456004514138,70.87763967191195,68.86747948712184,68.79425708660295,66.23591571690079,65.33794798855699,65.29820690664224,64.95407289468888,64.07241844741012,64.10692564254448,64.1276129965841,64.11575326977383,62.269050165739856,62.14460928518112,62.149723421714015,61.82443028901455,61.87096948003209,61.70044535287148,61.731022587142164,61.778404465066856,61.58844805584775,61.503998295905234,61.51129331259422,61.468447727482655,61.474956597696185,61.43887745243865,61.057734217705416,61.07609474819189,61.074516967342795,61.044974942910116,61.038310557472954,61.02747912174978,61.022183824453265,61.01422919115153,61.01958857609516,61.037783468911776,61.04174682925453,61.04724875373458,61.03354889939861,61.02876121588817,61.032025110510425,61.03261472702556,61.012653697151194,61.134206322778525,60.95683479236021,60.9706350889324,60.974972330515115,61.00122082055182,61.10927362202652,61.1074312375903,61.10367157509876,61.103673917003135,61.10048029765884,61.09905865694108,61.093418719932075,61.07223493634022,61.07050884307202,61.07030228670109,61.07948164280016,61.081908376579904,61.08344118877816,61.084711339917504,61.09094877781712,61.10135048074657,60.88107403683611,60.865887383125575,60.863132855009695,60.85208818965167,60.8535235595578,60.862495415117735,60.86078205927009,60.859900219409006,60.85962559712007,60.85864196763676,60.85999901641939,60.85390506140575,60.861402242250875,60.86901372240331,60.87090912620934,60.87944193770673,60.959806187423354,60.945509893421516,60.94221618785558,60.94231096685723,60.891871087273046,60.87323594252574,60.87273356946284,60.872705537727846,60.873392498200495,60.876045694605175,60.875296077640996,60.88235668836366,60.8975670424245,60.897524831138185,60.93838800089995,60.95163958490194,60.96992141218241]"
,,,,,,,
gear_box_design,1.1593511587724795e9,0.1,13,"[6567,1642,730,411,263,183,135,103,82,66]","[9322,2331,1036,583,373,259,191,146,116,94]","[13174,3294,1464,824,527,366,269,206,163,132]","[16090,4023,1788,1006,644,447,329,252,199,161]"
"[2.941501510683393e7,4.9052634598985124e8,2.9489206196165573e7,2.0755490789700684e8,5.825189682251914e8,5.825189682251914e8,8.139385430533267e8,8.069321563702772e8,8.069321563702772e8,5.903309413610961e8,9.817120563623371e8,7.108362057102219e8,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,1.1593511587724795e9,5.0729853969735336e8,5.0729853969735336e8,5.0729853969735336e8,5.0729853969735336e8,5.0729853969735336e8,5.0729853969735336e8,5.072985396999683e8,5.072985396999683e8,5.072985396999683e8,5.072985396999683e8,5.072985396999683e8,5.072985396999683e8,5.072985396999683e8,5.072985396999683e8,5.072985396999683e8,5.072985396999683e8,5.072985396999683e8,5.072985385198093e8,5.072985385198093e8,5.072985385198093e8,5.072985385198093e8,5.072985385198093e8,5.072985385198093e8,5.072985385198093e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,5.0729853851981354e8,3.111950620920844e8,3.111950620920844e8,3.111950620920844e8,3.111950620920844e8,3.111950620920844e8,3.111950620920844e8,3.111950620920844e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8,3.1119506209660673e8]"
,,,,,,,
multiple_disk_clutch_brake_design,0.022797680838316098,0.1,14,"[59,15,7,4,3,2,2,1,1,1]","[83,21,10,6,4,3,2,2,2,1]","[118,30,14,8,5,4,3,2,2,2]","[144,36,16,9,6,4,3,3,2,2]"
"[0.021751352717802912,0.022782608058006203,0.022797680838316098,0.02222537492708602,0.02223306247599343,0.022309411341210866,0.021360844245490288,0.021407930772705856,0.02140967340913764,0.021409837275043593,0.02141274887250484,0.02141551261339309,0.021413305417351227,0.021412274246936543,0.021415150114831395,0.021424356462266664,0.0214266501117174,0.02142688361648759,0.0214254871672102,0.021425747976205597,0.02142425113653065,0.021466705753729973,0.02146572566270849,0.021466605441056906,0.021466561988564028,0.02146630380134261,0.02146462004272434,0.021464256653491665,0.02146789242774216,0.02146706094295228,0.0214679893486617,0.021466739690336124,0.021465176436685437,0.02146528221399836,0.021467363119687347,0.0214661029711214,0.02146656587647112,0.021465323991907707,0.021467367596444444,0.021466044946489432,0.021467498131533376,0.02146646620095757,0.02146746609461117,0.021468024768355208,0.021466658579541487,0.021465010842401377,0.02146826398639011,0.02146842572959784,0.021467805811078256,0.021467151617750785,0.021466616407827356,0.02146825054553293,0.021465037559244986,0.021468323788426925,0.021468606627574657,0.021466893843341238,0.021468875310177188,0.0214664825525546,0.021468673320369173,0.021468519261258028,0.021469583573312783,0.02146939342285669,0.021469615964904223,0.021469761923405176,0.021467188140141605,0.021471328883121366,0.021469792068668104,0.021469116031321556,0.021470148382628555,0.021472251982853463,0.021469972163087946,0.02147153234829835,0.021470164021922578,0.021471296526150915,0.0214715328211472,0.02147143511845495,0.02147166692050545,0.021472498901020567,0.02147134510587042,0.021471774560711195,0.021469913338225538,0.02147141272098433,0.02147154576722434,0.021470680805061676,0.02147187241926468,0.021472195880180758,0.02147087872832315,0.02147181504255513,0.021470970507529576,0.021470657837240545,0.02147165107445584,0.0214721222321957,0.02148987222860642,0.02148865287356784,0.021489905337117345,0.021488952374578568,0.021489947277882854,0.02149045927102762,0.021491662931870457,0.021490287593896897]"
,,,,,,,
