problem_name,best_HV,error,current_instance,confidence_interval_90,confidence_interval_95,confidence_interval_98,confidence_interval_99
"[7.380736044847344,7.413287046161634,7.418437844543037,7.418453741184664,7.4276061900559585,7.42866045669278,7.428662164218554,7.429745852622046,7.429746685174003,7.429748051975909,7.430383302194332,7.430717687628677,7.434233661277347,7.4345668192375145,7.434568481382195,7.438967170664423,7.4389685650346555,7.4389698468615375,7.438970963628696,7.43897136672704,7.44196098253126,7.441965240311616,7.4419665041326875,7.464800229572548,7.478777018740413,7.4857734431675915,7.486072872659301,7.499892539850909,7.5103943594938105,7.510814741492305,7.510814853934256,7.511138105749721,7.536757540729422,7.60711402193794,7.616884242108624,7.616924211950768,7.617225120058686,7.617234332740779,7.617238831518752,7.618470915402847,7.618480706179036,7.622948469314312,7.622952620873209,7.622961745257348,7.623239855870101,7.624334731133406,7.624337456974626,7.624339682737121,7.62453704648568,7.6245396146929405,7.625361744834127,7.625363703273969,7.625365367893479,7.62536660478034,7.62537857417722,7.625380528725219,7.625380528725219,7.625384493576378,7.625384493576378,7.625388939796662,7.625388964514383,7.625392065286883,7.625773969547555,7.625774456612858,7.6257750069568955,7.625775440003317,7.625775440003317,7.625775457926437,7.6257754627047944,7.625776820009165,7.625776820009165,7.625776820009232,7.62577738040205,7.625777445657189,7.625777445657208,7.625777445657208,7.625777445657208,7.625777467719188,7.625778371919651,7.625779217114261,7.625781582644324,7.625781848975478,7.625781949312618,7.625782885678111,7.625782898877467,7.625785375581901,7.62578577660083,7.625786162868952,7.625786162868952,7.625786162868974,7.625786426254762,7.625787174302952,7.6257871751245085,7.6257871769251295,7.6257871769251295,7.625787176925155,7.625787185193453,7.625851864248428,7.625851895020904,7.625851896822065]"
,,,,,,,
disc_brake_design,6.0884344451380645,0.1,5,"[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]"
"[6.065025895290946,6.081466360367504,6.083086008568616,6.084582611390432,6.0848009558158305,6.0854947262307695,6.085675359007007,6.086066050164526,6.086244303565689,6.085983343565527,6.0860700313946845,6.08632316426115,6.086523078508959,6.08654594828317,6.086493301978086,6.086690503689254,6.086700553192614,6.086565016900109,6.08659432654298,6.0865959325315915,6.086598232099347,6.086598902994779,6.08654570573032,6.086555870717899,6.0866004938548075,6.0866063522229,6.086606630642521,6.086621879917775,6.08663655762129,6.086641294870389,6.086646233449119,6.086647344483911,6.086604153418243,6.086633070898298,6.086653792925924,6.08669132964205,6.086738780827978,6.08675392596886,6.086694806447233,6.086740393918362,6.086781774164841,6.086821592088246,6.086836303037341,6.086844684865267,6.086844684865267,6.0868706017187035,6.086892812135612,6.086924233482662,6.086936113679391,6.086941903144951,6.086945670865605,6.086990024399957,6.087094548480533,6.0871108887779855,6.086892365336037,6.086982363235072,6.087024287033192,6.087205609958137,6.087254188509566,6.087293842428393,6.087305794306072,6.087321836848109,6.0873238218654695,6.087338047445489,6.087364327213199,6.087382693288251,6.087482875913454,6.0875742334857526,6.0876240538102335,6.087624720331023,6.087635907333904,6.087660215977272,6.087724259251105,6.087763171318944,6.087766212330457,6.087777927514462,6.087783224627951,6.087879855346508,6.087980004443007,6.087980341615703,6.088109351191949,6.088160194462614,6.0881603423281465,6.088160388829782,6.0882296929275626,6.088251708315615,6.088287295574397,6.088296078415543,6.0883180111889965,6.088319481789117,6.088319481789117,6.088362155363143,6.088362224971718,6.088399733718465,6.088410371884711,6.08841690575196,6.088418027852007,6.0884344451380645,6.0884344451380645,6.0884344451380645]"
,,,,,,,
speed_reducer_design,1.7728154200818124e6,0.1,6,"[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]"
"[1.7670970577826814e6,1.7672503639788148e6,1.7685121696529302e6,1.768619209799204e6,1.7696802497204824e6,1.7696874217820067e6,1.770464512822852e6,1.7704651647399976e6,1.770481472751807e6,1.7711323446986875e6,1.771326916215955e6,1.7713496055482493e6,1.7713506782354198e6,1.7716534580351107e6,1.772333413300903e6,1.7723290296479543e6,1.77252821022221e6,1.7726421613783583e6,1.7726566724216044e6,1.772804879351889e6,1.7728072501792281e6,1.7727995743931201e6,1.7728006444621705e6,1.772811070913868e6,1.7728117199414049e6,1.7728124835497038e6,1.7728131940676935e6,1.7728134830348494e6,1.7728138097605747e6,1.7728140820096193e6,1.772814235826042e6,1.7728144250655076e6,1.7728145213966647e6,1.7728146474131555e6,1.7728147246543027e6,1.7728148139564004e6,1.7728148845513111e6,1.7728149534931157e6,1.7728150240753319e6,1.7728150621361919e6,1.7728149631195932e6,1.7728150404831506e6,1.772815093347615e6,1.772815127032877e6,1.7728151417355363e6,1.7728152289507773e6,1.772815243479161e6,1.7728152888464548e6,1.772815286941053e6,1.7728153107859045e6,1.772815319707648e6,1.7728153264670596e6,1.772815352644589e6,1.7728153818852922e6,1.7728154200818124e6,1.7728154173096928e6,1.7728129872406747e6,1.772812993729558e6,1.7728130169556658e6,1.7728130184442832e6,1.772813024241805e6,1.7728130388745514e6,1.7728115033351537e6,1.7728101796879242e6,1.772809639218952e6,1.7728096463777877e6,1.7728095440620524e6,1.7728095612723257e6,1.7728095867945014e6,1.772809599328432e6,1.772809603014164e6,1.772809603342139e6,1.7728096173705095e6,1.7728096176110469e6,1.7728096229761534e6,1.7728096270805877e6,1.7728096289125448e6,1.7728094898245712e6,1.7728094945470314e6,1.772809494548376e6,1.7728095177677658e6,1.7728095211624214e6,1.7728095322729272e6,1.7728095379933203e6,1.772809552389019e6,1.772809554563777e6,1.7728099638491727e6,1.7728098319535013e6,1.772809834423006e6,1.7728098391685374e6,1.7728098409452774e6,1.7728103612624262e6,1.7728102389351248e6,1.7728102408092401e6,1.7728102432149507e6,1.7728102445462358e6,1.7728103292099715e6,1.7728099190211308e6,1.7728101078877104e6,1.7728101111118668e6]"
,,,,,,,
gear_train_design,97.87781353657101,0.1,7,"[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]"
"[97.80358351165928,97.84242037046144,97.85069618138486,97.8574562802075,97.85955810084458,97.86487052943727,97.86796057795156,97.86933011013025,97.87036619131234,97.87341988402515,97.87380750389292,97.87418657728139,97.87433422650358,97.87576648786325,97.8759150619945,97.87608490310805,97.87647118098073,97.87659169564539,97.87667297713534,97.87676465237442,97.87680930877019,97.87681819257536,97.8768300940983,97.87692844104674,97.87697163709643,97.8769909726868,97.87707589053196,97.87709963081119,97.87712259176558,97.87714476027612,97.87717801264289,97.87718745714054,97.87720377421458,97.87723359862544,97.87723646432691,97.87726739381935,97.87727856514098,97.87728356197152,97.87728625630572,97.87729679019334,97.87729688281102,97.87730024956554,97.87730861339051,97.87732141550443,97.87734147431101,97.87734806177835,97.8773610583754,97.87736479047393,97.87737059228637,97.87737281298652,97.87738092957936,97.8773862617688,97.87738718477614,97.87739363285928,97.87740262830788,97.87741981451308,97.87742153852592,97.87742275516908,97.87742705516145,97.87742848565706,97.87743075478974,97.87743541665465,97.87743702170872,97.87745069972607,97.87745675167656,97.87746227707196,97.8774622775137,97.87746336479792,97.8774633752796,97.8774686957748,97.87747166062232,97.87747455274342,97.8774778013491,97.87747780446401,97.87747834138946,97.8774783423431,97.87747909329224,97.87748124556367,97.87748125284213,97.87748472730279,97.87748707988465,97.87748708033189,97.87749174668595,97.87749274312104,97.87750349973152,97.87750524292818,97.87751811619869,97.8775222900187,97.87752924353481,97.87752924482434,97.87752963621675,97.87753744591963,97.8775374459315,97.8775385920519,97.87753859225421,97.87780049477664,97.87780612774509,97.8778078455917,97.87780834118027,97.87781353657101]"
